0;0
1;0.1
2;0.13
3;0.16
4;0.19
5;0.2
6;0.21
7;0.22
8;0.23
9;0.24
10;0.25
11;0.26
12;0.27
13;0.28
14;0.29
15;0.3
16;0.31
17;0.32
18;0.33
19;0.34
20;0.35
21;0.358
22;0.366
23;0.374
24;0.382
25;0.39
26;0.398
27;0.406
28;0.414
29;0.422
30;0.43
31;0.438
32;0.446
33;0.451
34;0.456
35;0.461
36;0.466
37;0.471
38;0.476
39;0.481
40;0.486
41;0.491
42;0.496
43;0.501
44;0.506
45;0.511
46;0.516
47;0.521
48;0.526
49;0.531
50;0.536
51;0.541
52;0.546
53;0.551
54;0.556
55;0.561
56;0.566
57;0.571
58;0.576
59;0.581
60;0.586
61;0.591
62;0.596
63;0.601
64;0.606
65;0.611
66;0.616
67;0.62
68;0.624
69;0.628
70;0.632
71;0.636
72;0.64
73;0.644
74;0.648
75;0.652
76;0.656
77;0.66
78;0.664
79;0.668
80;0.672
81;0.676
82;0.68
83;0.684
84;0.688
85;0.692
86;0.696
87;0.7
88;0.704
89;0.708
90;0.712
91;0.716
92;0.72
93;0.724
94;0.728
95;0.732
96;0.736
97;0.74
98;0.744
99;0.748
100;0.752
101;0.756
102;0.76
103;0.762
104;0.764
105;0.766
106;0.768
107;0.77
108;0.772
109;0.774
110;0.776
111;0.778
112;0.78
113;0.782
114;0.784
115;0.786
116;0.788
117;0.79
118;0.792
119;0.794
120;0.796
121;0.798
122;0.8
123;0.802
124;0.804
125;0.806
126;0.808
127;0.81
128;0.812
129;0.814
130;0.816
131;0.818
132;0.82
133;0.822
134;0.824
135;0.826
136;0.828
137;0.83
138;0.832
139;0.834
140;0.836
141;0.838
142;0.84
143;0.842
144;0.844
145;0.846
146;0.848
147;0.85
148;0.852
149;0.854
150;0.856
151;0.858
152;0.86
153;0.862
154;0.864
155;0.866
156;0.868
157;0.87
158;0.872
159;0.874
160;0.876
161;0.878
162;0.88
163;0.882
164;0.884
165;0.886
166;0.888
167;0.89
168;0.892
169;0.894
170;0.896
171;0.898
172;0.9
173;0.902
174;0.904
175;0.906
176;0.908
177;0.91
178;0.912
179;0.914
180;0.916
181;0.918
182;0.92
183;0.922
184;0.924
185;0.926
186;0.928
187;0.93
188;0.932
189;0.934
190;0.936
191;0.938
192;0.94
193;0.942
194;0.944
195;0.946
196;0.948
197;0.95
198;0.952
199;0.954
200;0.956
201;0.958
202;0.96
203;0.962
204;0.964
205;0.966
206;0.968
207;0.97
208;0.972
209;0.974
210;0.976
211;0.978
212;0.98
213;0.982
214;0.984
215;0.986
216;0.988
217;0.99
218;0.992
219;0.994
220;0.996
221;0.998
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;1
230;1
231;1
232;1
233;1
234;1
235;1
236;1
237;1
238;1
239;1
240;1
241;1
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;1
